channel_name,subscribers,video_num,total_view,vs_index,vv_index,cpi,genres,moods
K-고3으로살아남기,6620,67,5403002,816,80642,49122,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",
kairi,6150,18,1335293,217,74183,11541,"Pop (J-Pop), OST (국외)",모든 분위기
데일리송플 daily.songplaylist,5970,39,2768083,464,70976,574,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",모든 분위기
하입플리 𝑯𝒚𝒑𝒆 𝑷𝒍𝒚,5870,43,1322894,225,30765,1238,"R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Electronica (국외), Pop (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",모든 분위기
잡덕 ᴊ𝚘𝚋ᴅ𝚞𝚌𝚔,5950,13,3368504,566,259116,-,"R&B / Soul (국내), Ballad (국내), Folk (국내)",모든 분위기
태호서울,7070,9,48640,7,5404,2423,"Pop (J-Pop), R&B / Soul (J-Pop)",모든 분위기
뮤집 Mᴜᴢɪᴘ,5670,31,3669265,647,118363,-,"R&B / Soul (국내), Ballad (국내), Folk (국내)",모든 분위기
톤톤플리,6030,85,2270654,377,26714,861,"Folk (국내), R&B / Soul (국내)",모든 분위기
팝송보면 짖는 개 [팝짖개],,,,,,1258,"Folk (국내), Ballad (국내), R&B / Soul (국내)",모든 분위기
𝐅𝐥𝐨𝐰 𝐨𝐟 𝐥𝐞𝐭𝐭𝐞𝐫,6740,46,2767196,411,60156,24456,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",
하람,5530,61,2070107,374,33936,1218,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
희SUNNY,4870,25,2723457,559,108938,4542,"Ballad (국내), R&B / Soul (국내)",모든 분위기
nawhij / 나우히즈 / ナウヒズ,5590,31,732782,131,23638,-,,모든 분위기
탱크플리 TANK PLAYLIST,6480,48,7860165,1213,163753,33741,"Ballad (국내), Dance (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
달의 새벽,5010,92,2374369,474,25808,1056,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop), New Age",모든 분위기
gamma_,5470,63,3046123,557,48351,864,,모든 분위기
𝙊𝙣 𝙈𝙮 𝙒𝙖𝙮 𝙋𝙇𝘼𝙔𝙇𝙄𝙎𝙏,5270,32,2937449,557,91795,4279,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
이런 노래는 어때?,5460,84,1288732,236,15342,5905,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), OST (국내)",모든 분위기
짐쨩 Jimzzang,4870,59,1079273,222,18293,-,"Ballad (국내), R&B / Soul (국내)",모든 분위기
yxxclouds 유클,4640,58,2927420,631,50473,3232,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
pleeB 플리비,5680,16,3724148,656,232759,78219,New Age,모든 분위기
제이 J,5300,12,6782247,1280,565187,-,Ballad (국내),모든 분위기
킹플리,4200,13,2321861,553,178605,19214,"Ballad (국내), Blues (국내), Dance (국내), R&B / Soul (국내), Folk (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
ㅇㅇ,4380,3,3228363,737,1076121,-,"R&B / Soul (국내), R&B / Soul (국외), Pop (국외)",모든 분위기
KYMEEN 키민_Playlist,4770,24,848463,178,35353,67365,"New Age, Classic, Jazz (국외)",
리슨캘플리,4190,159,2656283,634,16706,1691,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",모든 분위기
하우해브유빈,11500,99,1123352,98,11347,184,"R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Electronica (국외), Pop (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",모든 분위기
Song For Me 쏭뽀미,4090,245,2423249,592,9891,159,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Jazz (국외), OST (국외)",
단비,3800,156,1025257,270,6572,1284,"Folk (국내), R&B / Soul (국내)",모든 분위기
극락,4440,19,2615526,589,137659,-,"R&B / Soul (국외), Rap / Hip-hop (국외)",모든 분위기
와키 wakee,3580,60,3231041,903,53851,6870,"R&B / Soul (J-Pop), Pop (J-Pop)",모든 분위기
문플링 ᴍᴏᴏɴ ᴘʟᴀʏʟɪꜱᴛ,3780,56,2282713,604,40763,3270,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",
볼륨슬로리 Volume Slowly,4200,48,1554017,370,32375,1109,"Dance (국내), R&B / Soul (국내)",모든 분위기
빵뮤,3400,6,3655569,1075,609262,-,"R&B / Soul (국내), Rap / Hip-hop (국내)",모든 분위기
𝐝𝐨𝐧𝐠 𝐥𝐢𝐬𝐭 🎧,3430,17,832588,243,48976,10493,"New Age, 뮤직테라피",모든 분위기
라쓰레기,4710,77,3520449,747,45720,1925,"Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",
imymemine,4760,56,2383752,501,42567,1923,"R&B / Soul (국외), Folk (국외), R&B / Soul (국내), Rap / Hip-hop (국내)",모든 분위기
dy music,3100,30,14519,5,484,441,"Classic, Jazz (국외), R&B / Soul (국외)",모든 분위기
손익분기점.,4310,139,764971,177,5503,294,"New Age, Classic, OST (국내)",모든 분위기
다소리,3400,119,1035889,305,8705,263,"R&B / Soul (국외), Pop (국외), Folk (국외)",모든 분위기
마이키 Mikey,7170,8,1321483,184,165185,179591,"Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",
윤슬 𝒀𝒐𝒐𝒏𝒔𝒆𝒖𝒍,3300,26,921268,279,35433,312,"R&B / Soul (국내), Rap / Hip-hop (국내), Folk (국내)",모든 분위기
김고란,3370,82,1700168,505,20734,2873,"Ballad (국내), Dance (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
갈배,3090,106,1797579,582,16958,589,"R&B / Soul (국내), Rap / Hip-hop (국내), Folk (국내)",모든 분위기
편하게 듣다,3340,77,502689,151,6528,318,OST (국내),모든 분위기
떼구르르 𝗣𝗹𝗮𝘆𝗹𝗶𝘀𝘁,3100,29,2876840,928,99201,6230,"Folk (국외), R&B / Soul (국내), OST (국내), OST (국외)",모든 분위기
ortlist,2880,36,175159,61,4866,270,"R&B / Soul (국외), Pop (국외), Folk (국외)",모든 분위기
유얼쓰,3420,517,696966,204,1348,40,Folk (국내),모든 분위기
향유소 HYANGYUSO,3810,56,591051,155,10554,5415,"Blues (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
진씨,2860,72,707543,247,9827,219,"Folk (국내), R&B / Soul (국내)",모든 분위기
히어헤븐 Here Heaven,2790,23,52675,19,2290,836,"Ballad (국내), Dance (국내), Folk (국내)",모든 분위기
시너리즈 𝐬𝐜𝐞𝐧𝐞𝐫𝐢𝐞𝐬,2740,55,1557138,568,28312,870,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",모든 분위기
자편빡-플레이리스트,2760,20,2870655,1040,143533,4515,"Folk (국내), R&B / Soul (국내)",모든 분위기
Song토마,2600,30,923994,355,30800,1472,"Folk (국내), R&B / Soul (국내)",모든 분위기
섭씨,2840,28,1544859,544,55174,536,Dance (국내),모든 분위기
한파랑,4190,32,1230931,294,38467,8789,,모든 분위기
안젤라,2900,62,868052,299,14001,2042,"R&B / Soul (국내), Rap / Hip-hop (국내)",모든 분위기
찍먹충,2770,117,4045106,1460,34574,428,OST (국외),모든 분위기
DG PLAYLIST,2430,32,2559598,1053,79987,4063,"R&B / Soul (국내), Rap / Hip-hop (국내), Folk (국내)",모든 분위기
"Select,",2730,58,548141,201,9451,228,"R&B / Soul (국내), R&B / Soul (국외), OST (국내)",모든 분위기
깔롱,2800,75,2928700,1046,39049,6360,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",
무이예트,2520,18,113210,45,6289,1498,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Jazz (국외), OST (국외), New Age, Classic",모든 분위기
ᴀɴᴅᴏꜱ ᴛʀᴀᴄᴋ,2520,40,1561890,620,39047,925,"R&B / Soul (국내), Rap / Hip-hop (국내)",모든 분위기
스뮤 sᴛᴀʏ ᴡɪᴛʜ ᴍᴜsɪᴄ,2450,48,34699,14,723,94,"New Age, Classic",모든 분위기
딤스크,2570,20,280688,109,14034,867,"Rap / Hip-hop (국외), Electronica (국외), EDM (국외), R&B / Soul (국외)",모든 분위기
헤픈투 happen to,2540,70,1458512,574,20836,1060,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",모든 분위기
𝙃𝙔𝙐𝙉𝙉𝙀,2910,52,1592708,547,30629,519,"Dance (국내), Pop (국외), R&B / Soul (국외), Electronica (국외)",모든 분위기
음악에사진한스푼(Music... ,2280,24,312080,137,13003,415,"Blues (국외), Country (국외), Folk (국외), Pop (국외), R&B / Soul (국외), Jazz (국외), OST (국외)",모든 분위기
유메 Yume presents,2190,83,575782,263,6937,198,"Ballad (국내), Blues (국내), Dance (국내), R&B / Soul (국내), Folk (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
베리플리 𝗩𝗮𝗿𝗶𝗼𝘂𝘀 𝗣𝗹𝗮𝘆𝗹𝗶𝘀𝘁𝘀,3620,259,3069151,848,11850,5043,"Rap / Hip-hop (국내), Rock (국내)","어둠, 섹시"
강린다_𝐋𝐈𝐍𝐃𝐀 𝐊𝐀𝐍𝐆,9850,47,982844,100,20912,23458,"New Age, Classic","편안함, 행복, 평화로움, 희망"
쏘 easily,2510,21,1099978,438,52380,25478,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), CCM (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop), 월드뮤직",모든 분위기
Sweet Girl Playlist,2050,68,955477,466,14051,1453,"Folk (국내), Ballad (국내)",모든 분위기
단단한 일상,2100,21,515012,245,24524,4845,"Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",모든 분위기
뮤토,2390,92,1385923,580,15064,231,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",모든 분위기
예그리나 yegrina,2700,306,1111395,412,3632,101,"Dance (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Jazz (국외), Jazz (국내)",모든 분위기
hopeless romantic,1980,25,194442,98,7778,975,"Dance (국내), R&B / Soul (국내)",모든 분위기
Nann_i,2910,35,1329151,457,37976,2931,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",
Unreal Archive,1970,20,411230,209,20562,112284,"Ballad (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
잔잔 𝑝𝑙𝑎𝑦𝑙𝑖𝑠𝑡,2010,45,578805,288,12862,1236,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), OST (국내)",모든 분위기
뮤리,1880,13,1748263,930,134482,10719,"Pop (국외), Rock (국외), Folk (국외), R&B / Soul (국외)",모든 분위기
junhee's.,1960,29,674944,344,23274,1121,"Ballad (국내), OST (국내)",모든 분위기
엘랄랄라 ellalala,2080,24,359328,173,14972,5272,"R&B / Soul (국외), Rap / Hip-hop (국외), Pop (국외), Jazz (국외), Blues (국내)",모든 분위기
오리너구리,1780,18,352213,198,19567,2286,"Folk (국내), Jazz (국외), Folk (국외), R&B / Soul (국외), Jazz (국외), Pop (국외)",모든 분위기
carrier,2770,188,1375788,497,7318,246,"Ballad (국내), Blues (국내), Dance (국내), R&B / Soul (국내), Folk (국내), Rap / Hip-hop (국내), Rock (국내)",
핌뮤 PIMMU,1850,44,716131,387,16276,-,"Pop (국외), R&B / Soul (국내), Ballad (국내), Rap / Hip-hop (국내)",모든 분위기
소레,1780,18,1196985,672,66499,3671,"R&B / Soul (국외), R&B / Soul (국내), Electronica (J-Pop), Jazz (국외)",모든 분위기
이지구 𝐢𝐬𝐢𝐭𝐠𝐨𝐨𝐝,1890,12,724725,383,60394,10449,"Ballad (국내), Blues (국내), Dance (국내), R&B / Soul (국내), Folk (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
"b myself, coolkids",1790,110,557814,312,5071,63,"Folk (국내), Ballad (국내)",모든 분위기
밀물의 로망스,1820,24,450739,248,18781,1423,"Blues (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내)",모든 분위기
녕,1600,15,1487531,930,99169,11320,"Ballad (국내), Dance (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
오드 Ode room,16300,29,752145,46,25936,702,"R&B / Soul (국내), R&B / Soul (국외), Rap / Hip-hop (국내), Folk (국내)",
멜로디스트 플리 MELODIST... ,2250,219,1126778,501,5145,144,"Ballad (국내), Blues (국내), Dance (국내), R&B / Soul (국내), Folk (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), OST (국내)",
moment 모먼트,1620,14,1091693,674,77978,9501,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Jazz (국외), OST (국외)",모든 분위기
손망고 Son Mango,1540,72,303009,197,4208,3690,"Folk (국내), R&B / Soul (국내)",모든 분위기
마니머것다,1510,23,1231412,816,53540,-,,모든 분위기
십유월,1530,1,431946,282,431946,-,"Pop (국외), OST (국외)",모든 분위기
박상진,2080,20,464670,223,23234,1181,"Folk (국내), R&B / Soul (국내), Blues (국내)",모든 분위기
cityofrefuge,1430,26,387351,271,14898,1330,"Blues (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
음깡 𝑬𝑼𝑴 𝑲𝑲𝑨𝑵𝑮,1870,16,960306,514,60019,4195,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
디우르르 diureureu,1660,24,674822,407,28118,2518,"R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Electronica (국외), Pop (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",모든 분위기
일영일일,1340,9,215429,161,23937,957,Dance (국내),모든 분위기
Music Monster,1570,46,1348588,859,29317,473,"Jazz (국외), Folk (국외), Blues (국외), New Age",모든 분위기
시월 like Music,1310,38,460515,352,12119,343,"Rap / Hip-hop (국내), R&B / Soul (국내)",모든 분위기
"벌스, VERSE PLAYLIST",1380,36,247152,179,6865,230000,"Jazz (국외), R&B / Soul (국외)",평화로움
세련 ꜱᴇʟʏᴇᴏɴ,1290,34,1301945,1009,38293,1752,"Folk (국내), New Age, Classic, Electronica (국내), Folk (국내), Ballad (국내)",모든 분위기
𝒎𝒚𝒎𝒖𝒖🌙,1220,0,0,0,,-,"Folk (국내), Blues (국내), Ballad (국내), Rap / Hip-hop (국내)",모든 분위기
mindful,1270,16,55400,44,3463,-,"New Age, Classic, 뮤직테라피",모든 분위기
"밤도시맑음 Night, City... ",1340,36,857706,640,23825,1656,"Ballad (국내), Dance (국내), Rock (국내), Electronica (국내), OST (국내)",
enb,1240,18,97952,79,5442,545,,모든 분위기
어플리 𝐚𝐩𝐩𝐥𝐚𝐲𝐥𝐢𝐬𝐭,1250,15,310021,248,20668,2734,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",모든 분위기
meltingu,1530,104,175124,114,1684,186,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",모든 분위기
스튜피,1250,47,185190,148,3940,393,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",모든 분위기
나의 정원,1370,225,489106,357,2174,161,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
포푸리스트 POPU playlist,2120,123,1949871,920,15853,1244,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외)",모든 분위기
나의 바다 𝑺𝑯𝒀 𝑺𝑬𝑨,1260,63,262442,208,4166,29622,R&B / Soul (국내),
소월 sowol,2050,22,213482,104,9704,2448,"Folk (국외), Blues (국외), Jazz (국외), 뮤직테라피",
송윤 Hiphop_Playlist,1220,25,1137688,933,45508,489,"Dance (국내), Pop (국외)",모든 분위기
백화,1260,57,1086204,862,19056,121,"Folk (국내), Ballad (국내)",모든 분위기
mingyoing,1220,31,666287,546,21493,473,"Rap / Hip-hop (국내), R&B / Soul (국내)",모든 분위기
모기버섯MosquitoMushroom,1750,60,600052,343,10001,2165,"R&B / Soul (국내), Folk (국내), OST (국외)",모든 분위기
갓생 모먼트,1690,77,721213,427,9366,767,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), OST (국내)",모든 분위기
눈감으면제주도,1620,45,370834,229,8241,224,"Folk (국외), Pop (국외), R&B / Soul (국외), Rock (국외), Electronica (국외), New Age, Classic",모든 분위기
뚜리스트(liste de tout),1190,60,126831,107,2114,542,"Rap / Hip-hop (국내), R&B / Soul (국내), Folk (국내), Blues (국내)",모든 분위기
노래가좋아서,2970,40,1498365,505,37459,3490,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Jazz (국외), OST (국외)",모든 분위기
융플리 yoonplay,1240,58,103812,84,1790,225,"Dance (국내), Pop (국외), Folk (국외), Rap / Hip-hop (국내)",모든 분위기
진심,1070,9,240888,225,26765,3518,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내)",모든 분위기
미완 𝐦𝐢𝐞,1080,38,892707,827,23492,1013,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), New Age, Classic",
Moon's Moment,1160,23,90213,78,3922,1048,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), Blues (국외), Country (국외), Folk (국외), Pop (국외)",모든 분위기
힙링 HipRing,1090,7,8078,7,1154,740,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",모든 분위기
혼자사는 윤우주 Spaceyoon,1050,68,190786,182,2806,23,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), OST (국내)",모든 분위기
손플리_sonplaylist,1030,18,308938,300,17163,9926,"Jazz (국내), Pop (국외)",모든 분위기
에어팟중독자⛅,1020,84,198098,194,2358,-,"Folk (국내), R&B / Soul (국내), Blues (국내), Jazz (국외), Rap / Hip-hop (국내)",모든 분위기
SeL (Sol et Luna),1080,313,286833,266,916,176,"Folk (국외), R&B / Soul (국외), Pop (국외)",모든 분위기
AFTER,1040,22,392349,377,17834,4241,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop), New Age, Classic",
깊이 Playlist Deep,2330,38,326653,140,8596,4281,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외)",
APB Music,1170,92,613890,525,6673,329,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",모든 분위기
욱플리,1080,101,272599,252,2699,170,"Pop (국외), Pop (J-Pop)",모든 분위기
민물연어초밥,822,6,308030,375,51338,35009,"Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",
a great grape,803,26,282206,351,10854,786,"Folk (국외), Blues (국외), Jazz (국외), Pop (국외), Electronica (국외)",모든 분위기
Le maq,831,44,126398,152,2873,199,"Folk (국내), Folk (국외), Ballad (국내), Jazz (국내), Pop (국외)",모든 분위기
𝐚𝐥𝐥 𝐦𝐲 𝐬𝐭𝐨𝐫𝐲,791,11,149103,188,13555,2489,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), CCM (국외), Jazz (국외), OST (국외)",모든 분위기
필름지 filmji,741,82,159820,216,1949,180,,모든 분위기
징어의 이어폰,2570,11,501389,195,45581,7609,"Ballad (국내), Blues (국내), Dance (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), Jazz (국내), OST (국내), Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Electronica (J-Pop), Pop (J-Pop), R&B / Soul (J-Pop), Rap / Hip-hop (J-Pop), Rock (J-Pop)",모든 분위기
자갸피셜,899,150,278882,310,1859,69,"New Age, Classic, Jazz (국내), Folk (국외)",모든 분위기
위로,714,307,123959,174,404,26,"Folk (국외), R&B / Soul (국외), Pop (국외)",모든 분위기
잘 모르는 노래,683,18,88435,129,4913,301,OST (국내),모든 분위기
인,668,28,134624,202,4808,182,"New Age, Classic",
내아모,827,368,221627,268,602,17,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), Rock (국내)",
LETTERS,639,50,127542,200,2551,186,"Ballad (국내), Blues (국내), Folk (국내), R&B / Soul (국내), Rap / Hip-hop (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
연재,591,12,169085,286,14090,2474,"Blues (국외), Country (국외), Electronica (국외), Folk (국외), Pop (국외), EDM (국외), R&B / Soul (국외), Rap / Hip-hop (국외), Rock (국외), Jazz (국외), OST (국외), Ballad (국내), Dance (국내), Rock (국내), Electronica (국내), OST (국내)",모든 분위기
수비ply,584,38,333631,571,8780,5832,"Pop (국외), Ballad (국내), Folk (국내), R&B / Soul (국내)",모든 분위기
